date,frank green water bottle,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,country_panel,country_panel_rule,query_convention,geo,country
2019-12-01,1,38,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-01-01,1,35,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-02-01,0,30,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-03-01,0,23,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-04-01,0,23,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-05-01,0,28,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-06-01,0,27,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-07-01,0,26,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-08-01,0,28,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-09-01,1,29,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-10-01,1,33,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-11-01,1,32,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2020-12-01,1,34,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-01-01,1,38,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-02-01,1,33,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-03-01,1,30,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-04-01,1,29,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-05-01,1,31,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-06-01,1,30,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-07-01,1,29,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-08-01,1,32,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-09-01,1,33,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-10-01,2,34,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-11-01,2,40,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2021-12-01,3,38,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-01-01,5,50,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-02-01,9,50,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-03-01,8,46,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-04-01,5,42,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-05-01,5,44,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-06-01,5,44,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-07-01,4,46,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-08-01,6,51,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-09-01,6,47,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-10-01,6,50,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-11-01,10,61,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2022-12-01,14,71,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-01-01,12,68,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-02-01,14,69,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-03-01,18,71,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-04-01,9,55,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-05-01,9,60,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-06-01,8,55,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-07-01,7,53,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-08-01,8,57,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-09-01,8,56,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-10-01,8,60,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-11-01,12,81,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2023-12-01,15,90,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-01-01,9,83,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-02-01,7,73,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-03-01,6,63,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-04-01,5,60,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-05-01,5,60,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-06-01,4,60,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-07-01,4,55,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-08-01,4,62,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-09-01,4,59,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-10-01,4,62,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-11-01,7,83,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2024-12-01,9,97,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-01-01,5,78,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-02-01,5,71,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-03-01,4,64,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-04-01,4,59,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-05-01,3,60,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-06-01,3,60,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-07-01,3,62,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-08-01,3,62,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-09-01,3,63,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-10-01,3,70,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-11-01,5,87,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2025-12-01,6,100,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2026-01-01,4,88,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2026-02-01,3,79,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2026-03-01,3,67,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2026-04-01,3,72,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2026-05-01,2,71,False,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
2026-06-01,2,65,True,frank_green_water_bottle,Frank Green,frank green water bottle,water bottle,oecd38,OECD member countries as of 2026. This gives a pre-defined panel of market economies with broadly comparable consumer markets and usable Google Trends geographies.,{brand} water bottle,AU,Australia
