date,hydro flask,water bottle,isPartial,trend_slug,trend_label,trend_query,baseline_term,geo,country
2011-12-01,0,4,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-01-01,0,4,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-02-01,0,5,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-03-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-04-01,0,5,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-05-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-06-01,0,3,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-07-01,0,4,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-08-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-09-01,0,5,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-10-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-11-01,0,5,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2012-12-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-01-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-02-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-03-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-04-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-05-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-06-01,0,4,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-07-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-08-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-09-01,0,5,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-10-01,0,5,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-11-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2013-12-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-01-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-02-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-03-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-04-01,0,5,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-05-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-06-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-07-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-08-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-09-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-10-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-11-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2014-12-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-01-01,0,9,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-02-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-03-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-04-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-05-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-06-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-07-01,0,9,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-08-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-09-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-10-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-11-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2015-12-01,0,6,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-01-01,0,9,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-02-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-03-01,0,7,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-04-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-05-01,0,9,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-06-01,0,9,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-07-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-08-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-09-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-10-01,0,24,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-11-01,0,68,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2016-12-01,0,50,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-01-01,0,31,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-02-01,0,25,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-03-01,0,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-04-01,0,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-05-01,0,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-06-01,0,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-07-01,2,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-08-01,0,10,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-09-01,0,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-10-01,0,11,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-11-01,0,11,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2017-12-01,0,11,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-01-01,0,11,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-02-01,0,9,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-03-01,0,9,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-04-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-05-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-06-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-07-01,0,8,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-08-01,0,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-09-01,2,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-10-01,0,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-11-01,2,11,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2018-12-01,3,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-01-01,2,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-02-01,2,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-03-01,2,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-04-01,0,11,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-05-01,2,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-06-01,3,19,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-07-01,7,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-08-01,17,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-09-01,30,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-10-01,18,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-11-01,13,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2019-12-01,10,14,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-01-01,10,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-02-01,7,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-03-01,5,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-04-01,4,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-05-01,4,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-06-01,3,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-07-01,2,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-08-01,4,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-09-01,3,14,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-10-01,3,20,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-11-01,3,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2020-12-01,5,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-01-01,4,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-02-01,4,22,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-03-01,3,20,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-04-01,3,23,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-05-01,3,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-06-01,3,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-07-01,3,14,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-08-01,4,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-09-01,4,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-10-01,2,14,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-11-01,3,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2021-12-01,3,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-01-01,5,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-02-01,4,18,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-03-01,5,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-04-01,5,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-05-01,4,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-06-01,5,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-07-01,4,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-08-01,5,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-09-01,3,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-10-01,3,12,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-11-01,4,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2022-12-01,6,14,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-01-01,11,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-02-01,8,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-03-01,6,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-04-01,5,13,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-05-01,3,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-06-01,3,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-07-01,6,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-08-01,5,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-09-01,6,19,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-10-01,6,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-11-01,6,18,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2023-12-01,8,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-01-01,13,21,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-02-01,23,20,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-03-01,10,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-04-01,8,18,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-05-01,7,16,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-06-01,5,15,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-07-01,4,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-08-01,5,20,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-09-01,5,20,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-10-01,4,17,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-11-01,5,21,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2024-12-01,4,23,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-01-01,7,30,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-02-01,6,27,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-03-01,6,33,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-04-01,7,50,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-05-01,5,50,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-06-01,5,58,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-07-01,5,24,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-08-01,5,20,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-09-01,3,19,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-10-01,4,21,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-11-01,29,68,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2025-12-01,9,68,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2026-01-01,7,48,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2026-02-01,10,73,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2026-03-01,11,49,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2026-04-01,7,49,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2026-05-01,7,41,False,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
2026-06-01,7,100,True,hydro_flask,Hydro Flask,hydro flask,water bottle,BR,Brazil
